225	3558.9	(	92.6908	7.332	0.000722064	1e-006	)
232	3553.95	(	93.4596	7.332	0.000724997	1e-006	)
238	3548.94	(	94.3382	7.332	0.000728255	1e-006	)
244	3544.05	(	95.3266	7.332	0.000731839	1e-006	)
250	3539.47	(	96.4248	7.332	0.000735749	1e-006	)
256	3533.75	(	97.6329	7.69861	0.000739985	1e-006	)
263	3526.53	(	98.8409	7.69861	0.000744547	1e-006	)
269	3519.83	(	100.159	7.69861	0.000749435	1e-006	)
275	3513.84	(	101.587	7.69861	0.000754648	1e-006	)
280	3505.24	(	103.124	8.06521	0.000760188	1e-006	)
286	3496.97	(	104.771	8.06521	0.000766053	1e-006	)
292	3489.85	(	106.529	8.06521	0.000772244	1e-006	)
298	3479.58	(	108.396	8.43181	0.000778761	1e-006	)
304	3470.69	(	110.372	8.43181	0.000785603	1e-006	)
310	3460.76	(	112.459	8.79841	0.000792772	1e-006	)
316	3450.46	(	114.655	8.79841	0.000800266	1e-006	)
322	3440.08	(	116.962	9.16501	0.000808086	1e-006	)
328	3428.8	(	119.378	9.16501	0.000816232	1e-006	)
334	3417.47	(	121.904	9.53161	0.000824704	1e-006	)
340	3405.69	(	124.54	9.53161	0.000833502	1e-006	)
346	3393.1	(	127.285	9.89821	0.000842625	1e-006	)
352	3381.28	(	130.141	9.89821	0.000852075	1e-006	)
358	3367.33	(	133.106	10.2648	0.00086185	1e-006	)
364	3354.02	(	136.181	10.6314	0.000871951	1e-006	)
370	3340.57	(	139.366	10.6314	0.000882378	1e-006	)
376	3325.71	(	142.66	10.998	0.000893131	1e-006	)
382	3311.07	(	146.065	11.3646	0.000904209	1e-006	)
388	3296.46	(	149.579	11.7312	0.000915614	1e-006	)
394	3280.87	(	153.203	11.7312	0.000927344	1e-006	)
400	3264.76	(	156.937	12.0978	0.0009394	1e-006	)
406	3248.52	(	160.781	12.4644	0.000951782	1e-006	)
412	3232.06	(	164.735	12.831	0.00096449	1e-006	)
418	3215.31	(	168.798	13.1976	0.000977524	1e-006	)
424	3198.22	(	172.972	13.5642	0.000990883	1e-006	)
430	3180.5	(	177.255	13.5642	0.00100457	1e-006	)
436	3162.37	(	181.648	13.9308	0.00101858	1e-006	)
442	3143.94	(	186.15	14.2974	0.00103292	1e-006	)
448	3125.21	(	190.763	14.664	0.00104758	1e-006	)
454	3106.16	(	195.485	15.0306	0.00106257	1e-006	)
460	3086.81	(	200.318	15.3972	0.00107788	1e-006	)
466	3067.15	(	205.26	15.7638	0.00109352	1e-006	)
472	3047.2	(	210.312	16.1304	0.00110949	1e-006	)
477	3026.89	(	215.473	16.8636	0.00112578	1e-006	)
483	3006.09	(	220.745	17.2302	0.0011424	1e-006	)
489	2985.01	(	226.126	17.5968	0.00115934	1e-006	)
495	2963.68	(	231.617	17.9634	0.00117661	1e-006	)
501	2942.13	(	237.218	18.33	0.00119421	1e-006	)
507	2920.39	(	242.929	18.6966	0.00121213	1e-006	)
512	2898.3	(	248.75	19.4298	0.00123038	1e-006	)
518	2875.71	(	254.68	19.7964	0.00124895	1e-006	)
524	2853.01	(	260.72	20.163	0.00126785	1e-006	)
530	2830.2	(	266.871	20.5296	0.00128707	1e-006	)
535	2806.85	(	273.13	21.2628	0.00130662	1e-006	)
541	2783.32	(	279.5	21.6294	0.0013265	1e-006	)
547	2759.77	(	285.98	21.996	0.0013467	1e-006	)
552	2735.61	(	292.569	22.7292	0.00136723	1e-006	)
558	2711.46	(	299.268	23.0958	0.00138808	1e-006	)
563	2686.99	(	306.077	23.829	0.00140926	1e-006	)
569	2662.32	(	312.996	24.1956	0.00143077	1e-006	)
574	2637.45	(	320.025	24.9288	0.0014526	1e-006	)
580	2612.35	(	327.163	25.2954	0.00147476	1e-006	)
585	2587.05	(	334.412	26.0286	0.00149724	1e-006	)
591	2561.61	(	341.77	26.3952	0.00152005	1e-006	)
596	2535.87	(	349.238	27.1284	0.00154318	1e-006	)
602	2510.11	(	356.816	27.8616	0.00156664	1e-006	)
608	2484.01	(	364.503	28.2282	0.00159043	1e-006	)
613	2457.8	(	372.301	28.9614	0.00161454	1e-006	)
619	2431.54	(	380.208	29.6946	0.00163898	1e-006	)
625	2404.98	(	388.225	30.0612	0.00166375	1e-006	)
630	2378.31	(	396.352	30.7944	0.00168884	1e-006	)
636	2351.55	(	404.589	31.5276	0.00171425	1e-006	)
642	2324.71	(	412.935	32.2608	0.00173999	1e-006	)
648	2297.66	(	421.392	32.6274	0.00176606	1e-006	)
653	2270.49	(	429.958	33.3606	0.00179245	1e-006	)
659	2243.25	(	438.634	34.0938	0.00181917	1e-006	)
665	2215.92	(	447.42	34.827	0.00184622	1e-006	)
671	2188.51	(	456.316	35.5602	0.00187359	1e-006	)
677	2161.03	(	465.321	36.2934	0.00190128	1e-006	)
683	2133.47	(	474.436	37.0266	0.00192931	1e-006	)
689	2105.85	(	483.662	37.7598	0.00195765	1e-006	)
695	2078.18	(	492.997	38.493	0.00198633	1e-006	)
701	2050.46	(	502.441	39.2262	0.00201533	1e-006	)
707	2022.71	(	511.996	39.9594	0.00204465	1e-006	)
713	1994.93	(	521.66	40.6926	0.00207431	1e-006	)
719	1967.14	(	531.435	41.4258	0.00210428	1e-006	)
725	1939.35	(	541.319	42.159	0.00213459	1e-006	)
731	1911.58	(	551.313	42.8922	0.00216521	1e-006	)
736	1883.8	(	561.416	43.992	0.00219617	1e-006	)
742	1856.01	(	571.63	44.7252	0.00222745	1e-006	)
748	1828.27	(	581.953	45.4584	0.00225906	1e-006	)
754	1800.59	(	592.387	46.1916	0.00229099	1e-006	)
759	1772.95	(	602.93	47.2914	0.00232325	1e-006	)
765	1745.34	(	613.583	48.0246	0.00235583	1e-006	)
771	1717.82	(	624.345	48.7578	0.00238874	1e-006	)
776	1690.39	(	635.218	49.8576	0.00242198	1e-006	)
782	1663.01	(	646.2	50.5908	0.00245554	1e-006	)
788	1635.79	(	657.292	51.324	0.00248943	1e-006	)
793	1608.59	(	668.494	52.4238	0.00252364	1e-006	)
799	1581.58	(	679.806	53.157	0.00255818	1e-006	)
804	1554.64	(	691.228	54.2568	0.00259304	1e-006	)
810	1527.9	(	702.759	54.99	0.00262824	1e-006	)
815	1501.24	(	714.4	56.0898	0.00266375	1e-006	)
821	1474.78	(	726.151	57.1896	0.00269959	1e-006	)
827	1448.47	(	738.012	57.9228	0.00273576	1e-006	)
832	1422.33	(	749.983	59.0226	0.00277226	1e-006	)
838	1396.4	(	762.064	60.1224	0.00280908	1e-006	)
844	1370.65	(	774.254	60.8556	0.00284622	1e-006	)
849	1345.11	(	786.554	61.9554	0.00288369	1e-006	)
855	1319.79	(	798.964	63.0552	0.00292149	1e-006	)
861	1294.71	(	811.484	64.155	0.00295962	1e-006	)
867	1269.87	(	824.114	65.2548	0.00299807	1e-006	)
873	1245.26	(	836.853	65.988	0.00303684	1e-006	)
878	1220.92	(	849.703	67.0878	0.00307594	1e-006	)
884	1196.85	(	862.662	68.1876	0.00311537	1e-006	)
890	1173.07	(	875.731	69.2874	0.00315512	1e-006	)
896	1149.58	(	888.909	70.3872	0.0031952	1e-006	)
902	1126.39	(	902.198	71.487	0.0032356	1e-006	)
908	1103.52	(	915.596	72.5868	0.00327633	1e-006	)
914	1080.98	(	929.105	73.6866	0.00331739	1e-006	)
920	1058.78	(	942.723	74.7864	0.00335877	1e-006	)
925	1036.92	(	956.451	76.2528	0.00340048	1e-006	)
931	1015.41	(	970.288	77.3526	0.00344251	1e-006	)
937	994.281	(	984.236	78.4524	0.00348487	1e-006	)
943	973.535	(	998.293	79.5522	0.00352756	1e-006	)
949	953.191	(	1012.46	80.652	0.00357057	1e-006	)
954	933.231	(	1026.74	82.1184	0.0036139	1e-006	)
960	913.693	(	1041.12	83.2182	0.00365757	1e-006	)
966	894.597	(	1055.62	84.318	0.00370156	1e-006	)
971	875.913	(	1070.23	85.7844	0.00374587	1e-006	)
977	857.697	(	1084.94	86.8842	0.00379051	1e-006	)
982	839.931	(	1099.77	88.3506	0.00383548	1e-006	)
988	822.647	(	1114.71	89.4504	0.00388077	1e-006	)
993	805.835	(	1129.75	90.9168	0.00392639	1e-006	)
999	789.536	(	1144.91	92.3833	0.00397233	1e-006	)
1005	773.722	(	1160.17	93.4831	0.0040186	1e-006	)
1010	758.436	(	1175.55	94.9495	0.0040652	1e-006	)
1016	743.689	(	1191.03	96.4159	0.00411212	1e-006	)
1022	729.467	(	1206.63	97.5157	0.00415936	1e-006	)
1027	715.801	(	1222.33	98.9821	0.00420694	1e-006	)
1033	702.704	(	1238.15	100.448	0.00425483	1e-006	)
1039	690.183	(	1254.07	101.915	0.00430306	1e-006	)
1045	678.251	(	1270.11	103.381	0.00435161	1e-006	)
1051	666.917	(	1286.25	104.848	0.00440049	1e-006	)
1057	656.194	(	1302.5	106.314	0.00444969	1e-006	)
1063	646.091	(	1318.87	107.78	0.00449922	1e-006	)
1069	636.622	(	1335.34	109.247	0.00454907	1e-006	)
1075	627.798	(	1351.92	110.713	0.00459925	1e-006	)
1081	619.633	(	1368.62	112.18	0.00464975	1e-006	)
1087	612.139	(	1385.42	113.646	0.00470059	1e-006	)
1093	605.328	(	1402.33	115.112	0.00475174	1e-006	)
1098	599.209	(	1419.36	116.945	0.00480323	1e-006	)
1104	593.789	(	1436.49	118.412	0.00485503	1e-006	)
1110	589.093	(	1453.73	119.878	0.00490717	1e-006	)
1115	585.121	(	1471.08	121.711	0.00495963	1e-006	)
1121	581.889	(	1488.54	123.178	0.00501242	1e-006	)
1126	579.411	(	1506.12	125.011	0.00506553	1e-006	)
1132	577.694	(	1523.8	126.477	0.00511897	1e-006	)
1137	576.751	(	1541.59	128.31	0.00517273	1e-006	)
1144	576.599	(	1559.49	130.143	0.00522617	1e-006	)
1158	576.595	(	1559.51	130.07	0.0052261	1e-006	)
1165	576.593	(	1559.51	129.996	0.00522597	1e-006	)
1172	576.592	(	1559.51	129.996	0.00522578	1e-006	)
1178	576.591	(	1559.49	129.996	0.00522552	1e-006	)
1184	576.59	(	1559.45	129.996	0.00522519	1e-006	)
1190	576.588	(	1559.38	129.996	0.0052248	1e-006	)
1196	576.587	(	1559.29	129.996	0.00522434	1e-006	)
1202	576.585	(	1559.18	129.996	0.00522382	1e-006	)
1208	576.583	(	1559.05	129.996	0.00522323	1e-006	)
1214	576.581	(	1558.9	129.996	0.00522258	1e-006	)
1220	576.58	(	1558.72	129.996	0.00522187	1e-006	)
1225	576.576	(	1558.52	129.923	0.00522108	1e-006	)
1231	576.574	(	1558.33	129.776	0.00522024	1e-006	)
1238	576.573	(	1558.13	129.703	0.00521932	1e-006	)
1245	576.57	(	1557.93	129.703	0.00521835	1e-006	)
1251	576.567	(	1557.71	129.703	0.0052173	1e-006	)
1257	576.565	(	1557.47	129.703	0.0052162	1e-006	)
1263	576.563	(	1557.21	129.703	0.00521502	1e-006	)
1269	576.562	(	1556.94	129.63	0.00521379	1e-006	)
1276	576.56	(	1556.68	129.63	0.00521248	1e-006	)
1282	576.56	(	1556.39	129.63	0.00521111	1e-006	)
1298	576.56	(	1556.39	129.63	0.0052111	1e-006	)
1304	576.56	(	1556.38	129.63	0.00521107	1e-006	)
1310	576.559	(	1556.37	129.63	0.00521104	1e-006	)
1316	576.559	(	1556.35	129.63	0.00521098	1e-006	)
1322	576.559	(	1556.33	129.63	0.00521092	1e-006	)
1329	576.559	(	1556.31	129.63	0.00521084	1e-006	)
1345	576.559	(	1556.31	129.63	0.00521084	1e-006	)
1351	576.559	(	1556.31	129.63	0.00521083	1e-006	)
1357	576.559	(	1556.3	129.63	0.00521082	1e-006	)
1365	576.559	(	1556.3	129.63	0.00521082	1e-006	)

Parameter Estimation Result:

Objective Function Value:	576.559
Standard Deviation:	16.9788
Function Evaluations:	1389
CPU Time [s]:	0.203
Evaluations/Second [1/s]:	6842.36

	Parameter	Value	Gradient	Standard Deviation
	(reaction_1).k1:	1556.3	0.00227812	1.03805e+007
	(reaction_1).k2:	129.63	0.0214674	863890
	(reaction_2).k1:	0.00521082	3371.34	0.00573572
	(reaction_2).k2:	1e-006	3583.94	0.10082

File Name:	C:/Users/mkathana/Dropbox/Study/UWaterloo/Brian/Copasi/LinearData.txt
Experiment:	Experiment
Mean:	1.48766
Objective Value:	576.559
Root Mean Square:	9.80272
Row	Time	A.ParticleNumber(Data)	A.ParticleNumber(Fit)	A.ParticleNumber(Weighted Error)	C.ParticleNumber(Data)	C.ParticleNumber(Fit)	C.ParticleNumber(Weighted Error)	Objective Value	Root Mean Square

1.	5	60	45.2036	-11.7514	10	14.3089	4.30893	156.663	8.8505
2.	10	50	44.1294	-4.66248	20	28.28	8.27997	90.2966	6.71925
3.	20	20	42.057	17.5179	60	55.2331	-4.76693	329.6	12.8374
Objective Value				466.711			109.848
Root Mean Square				12.4728			6.05113
Weight				0.630769			1

Fisher Information Matrix:
  Matrix(4x4)
	0.00259295	-0.0311566	118.719	-5.02998
	-0.0311566	0.374374	-1426.03	60.4221
	118.719	-1426.03	2.88471e+008	-1.29539e+007
	-5.02998	60.4221	-1.29539e+007	634840

FIM Eigenvalues:
  Matrix(4x1)
	2.65695e-012
	0.369621
	53033.5
	2.89052e+008

FIM Eigenvectors corresponding to Eigenvalues:
  Matrix(4x4)
	0.996555	0.0829359	-4.38993e-010	-6.60695e-009
	0.0829359	-0.996555	-8.02539e-006	-6.82517e-005
	5.69128e-006	-6.83064e-005	0.0448684	0.998993
	-4.11086e-007	4.93788e-006	-0.998993	0.0448684

Fisher Information Matrix (scaled):
  Matrix(4x4)
	6280.33	-6285.63	962.766	-0.00782818
	-6285.63	6290.93	-963.251	0.00783251
	962.766	-963.251	7832.73	-0.0675003
	-0.00782818	0.00783251	-0.0675003	6.3484e-007

FIM Eigenvalues (scaled):
  Matrix(4x1)
	2.82451e-008
	6.09675e-006
	7469.2
	12934.8

FIM Eigenvectors (scaled) corresponding to Eigenvalues:
  Matrix(4x4)
	0.0452769	0.0452384	-1.0536e-005	-0.99795
	0.705957	0.705357	-2.94881e-005	0.064004
	-0.182265	0.182462	0.966171	-8.34909e-006
	0.682901	-0.683471	0.257901	-2.17302e-006

Correlation Matrix:
  Matrix(4x4)
	1	1	-0.797234	-0.682604
	1	1	-0.797233	-0.682603
	-0.797234	-0.797233	1	0.966195
	-0.682604	-0.682603	0.966195	1



